date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:46:16	24317/24317	---M--	200	added ('OK')	image/jpeg	etag:%225efd-5736e70982362%22	https://presqt.crc.nd.edu/images/presqt18th.jpg	./presqt/presqt.crc.nd.edu/images/presqt18th.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/implementation-kickoff-meeting)
08:46:17	712/712	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2013:46:17%20GMT	https://presqt.crc.nd.edu/index.php/component/search/?Itemid=121&format=opensearch	./presqt/presqt.crc.nd.edu/index.php/component/search/index9132.html	(from https://presqt.crc.nd.edu/index.php/workshops/implementation-kickoff-meeting)
08:46:18	11970/11970	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2013:46:17%20GMT	https://presqt.crc.nd.edu/index.php/workshops/implementation-kickoff-meeting/2-uncategorised/28-agenda-implementation-kickoff-mtg	./presqt/presqt.crc.nd.edu/index.php/workshops/implementation-kickoff-meeting/2-uncategorised/28-agenda-implementation-kickoff-mtg.html	(from https://presqt.crc.nd.edu/index.php/workshops/implementation-kickoff-meeting)
08:46:18	48790/48790	---M--	200	added ('OK')	image/jpeg	etag:%22be96-5549e693fa5c9%22	https://presqt.crc.nd.edu/images/presqt9-18-17-fixTH.jpg	./presqt/presqt.crc.nd.edu/images/presqt9-18-17-fixTH.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two)
08:46:19	712/712	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2013:46:19%20GMT	https://presqt.crc.nd.edu/index.php/component/search/?Itemid=114&format=opensearch	./presqt/presqt.crc.nd.edu/index.php/component/search/index1e86.html	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two)
08:46:20	28673/28673	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2013:46:19%20GMT	https://presqt.crc.nd.edu/index.php/workshops/index.php?option=com_content&view=article&id=22&catid=8&Itemid=117	./presqt/presqt.crc.nd.edu/index.php/workshops/index5c06.html	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two)
08:46:20	7539/7539	---M--	200	added ('OK')	image/jpeg	etag:%221d73-558a2c5639065%22	https://presqt.crc.nd.edu/images/speakersW2/micah_altmanCropped.jpg	./presqt/presqt.crc.nd.edu/images/speakersW2/micah_altmanCropped.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
08:46:21	712/712	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2013:46:21%20GMT	https://presqt.crc.nd.edu/index.php/component/search/?Itemid=117&format=opensearch	./presqt/presqt.crc.nd.edu/index.php/component/search/indexfbf0.html	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
08:46:21	78262/78262	---M--	200	added ('OK')	image/jpeg	etag:%22131b6-55910d1bdea51%22	https://presqt.crc.nd.edu/images/speakersW2/butlerCropped.jpg	./presqt/presqt.crc.nd.edu/images/speakersW2/butlerCropped.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
08:46:22	6127/6127	---M--	200	added ('OK')	image/jpeg	etag:%2217ef-54e01daa588cc%22	https://presqt.crc.nd.edu/images/Speakers120/Jake_CarlsonCropped2.jpg	./presqt/presqt.crc.nd.edu/images/Speakers120/Jake_CarlsonCropped2.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
08:46:23	39417/39417	---M--	200	added ('OK')	image/png	etag:%2299f9-5591488404eeb%22	https://presqt.crc.nd.edu/images/speakersW2/Dallmeier-TiessenCropped.png	./presqt/presqt.crc.nd.edu/images/speakersW2/Dallmeier-TiessenCropped.png	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
08:46:24	28830/28830	---M--	200	added ('OK')	image/jpeg	etag:%22709e-558a2c5639c1d%22	https://presqt.crc.nd.edu/images/speakersW2/AnitadeWaardCropped.jpg	./presqt/presqt.crc.nd.edu/images/speakersW2/AnitadeWaardCropped.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
08:46:25	46206/46206	---M--	200	added ('OK')	image/png	etag:%22b47e-558a2c563a005%22	https://presqt.crc.nd.edu/images/speakersW2/galinksyCropped.png	./presqt/presqt.crc.nd.edu/images/speakersW2/galinksyCropped.png	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
08:46:26	31353/31353	---M--	200	added ('OK')	image/png	etag:%227a79-54e01833d63dd%22	https://presqt.crc.nd.edu/images/Speakers120/sandraGesingCropped.png	./presqt/presqt.crc.nd.edu/images/Speakers120/sandraGesingCropped.png	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
08:46:27	15919/15919	---M--	200	added ('OK')	image/jpeg	etag:%223e2f-55910d1bde281%22	https://presqt.crc.nd.edu/images/speakersW2/jasziCropped.jpg	./presqt/presqt.crc.nd.edu/images/speakersW2/jasziCropped.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
